PID	Code	Description	SubCode	SubDescr	Size	Units	Value	Bldg#	CollectedOn
865	FGR2	GARAGE-GOOD	 	 	832.00	S.F.	31100	1	2024-12-03
865	GAZC	GAZEBO FP	 	 	1.00	UNITS	1500	1	2024-12-03
865	BRN1	BARN - 1 STORY	 	 	480.00	S.F.	8800	1	2024-12-03
865	PAVD	SV PAVING XL	 	 	1.00	UNITS	10000	1	2024-12-03
868	SHP1	WORK SHOP AVE	 	 	384.00	S.F.	6600	1	2024-12-03
868	FGR1	GARAGE-AVE	 	 	480.00	S.F.	10800	1	2024-12-03
868	BRN8	POLE BRN/RUN N	 	 	144.00	S.F.	1400	1	2024-12-03
869	SHD2	SHED GOOD	 	 	144.00	S.F.	2200	1	2024-12-03
869	FGR2	GARAGE-GOOD	 	 	520.00	S.F.	13700	1	2024-12-03
869	SHP4	W/IMPROV AGE	 	 	432.00	S.F.	7300	1	2024-12-03
869	FCP	CARPORT	 	 	220.00	S.F.	1800	1	2024-12-03
869	SHD1	SHED AVERAGE	 	 	72.00	S.F.	600	1	2024-12-03
869	PAVB	SV PAVING SML	 	 	1.00	UNITS	1500	1	2024-12-03
871	SHD2	SHED GOOD	 	 	240.00	S.F.	4800	1	2024-12-03
873	BRN2	1 STORY W/BSMT	 	 	1824.00	S.F.	26400	3	2024-12-03
873	FGR1	GARAGE-AVE	 	 	456.00	S.F.	7300	1	2024-12-03
873	SHD1	SHED AVERAGE	 	 	119.00	S.F.	500	1	2024-12-03
873	SHDA	SHED FLDPR	 	 	1.00	UNITS	100	1	2024-12-03
873	SHD1	SHED AVERAGE	 	 	135.00	S.F.	500	1	2024-12-03
873	IMP	IMPLEMENT SHED	 	 	480.00	S.F.	1600	1	2024-12-03
873	SHD1	SHED AVERAGE	 	 	144.00	S.F.	900	1	2024-12-03
873	BRN4	1 STY LFT&BSMT	 	 	2888.00	S.F.	60600	1	2024-12-03
873	GRN4	GRN HSE/UBM+	 	 	494.00	S.F.	18200	1	2024-12-03
873	PAVC	SV PAVING LG	 	 	1.00	UNITS	3000	1	2024-12-03
873	IMP	IMPLEMENT SHED	 	 	112.00	S.F.	1500	1	2024-12-03
873	IMP	IMPLEMENT SHED	 	 	234.00	S.F.	3000	1	2024-12-03
874	PAVB	SV PAVING SML	 	 	0.00	UNITS	0	1	2024-12-03
875	IMP	IMPLEMENT SHED	 	 	234.00	S.F.	1100	1	2024-12-03
875	SHD1	SHED AVERAGE	 	 	306.00	S.F.	1600	1	2024-12-03
875	BRN8	POLE BRN/RUN N	 	 	270.00	S.F.	3700	1	2024-12-03
875	BRN8	POLE BRN/RUN N	 	 	315.00	S.F.	4500	1	2024-12-03
877	CHSE	CARRIAGE HOUSE	 	 	748.00	S.F.	19100	1	2024-12-03
877	SLR4	SOLAR PV 10-19.99 KW	 	 	1.00	UNITS	30000	1	2024-12-03
878	SLR4	SOLAR PV 10-19.99 KW	 	 	1.00	UNITS	30000	1	2024-12-03
878	LNT	LEAN-TO	 	 	80.00	S.F.	400	1	2024-12-03
