PID	Code	Description	Size	Units	Value	Bldg#	CollectedOn
1375	GNRA	SV GENERATOR	1.00	UNITS	5000	1	2024-11-26
1382	FPL2	1.5 STORY CHIM	1.00	UNITS	3800	1	2024-11-26
1382	FPO	EXTRA FPL OPEN	1.00	UNITS	1000	1	2024-11-26
1382	FPL1	FIREPLACE 1 ST	1.00	UNITS	3400	1	2024-11-26
1384	FPL2	1.5 STORY CHIM	1.00	UNITS	3800	1	2024-11-26
1384	HRTH	HEARTH-INC FLU	1.00	UNITS	1500	1	2024-11-26
1384	GNRA	SV GENERATOR	1.00	UNITS	4700	1	2024-11-26
1385	FPL2	1.5 STORY CHIM	2.00	UNITS	7700	1	2024-11-26
1385	NFP2	NONFCTG FPL2	2.00	UNITS	2400	1	2024-11-26
1385	HRTH	HEARTH-INC FLU	1.00	UNITS	1500	1	2024-11-26
1386	FPLD	DELUX FIREPLAC	1.00	UNITS	10000	1	2024-11-26
1386	FPO	EXTRA FPL OPEN	1.00	UNITS	1100	1	2024-11-26
1386	GNRA	SV GENERATOR	1.00	UNITS	5000	1	2024-11-26
1389	FPL3	2 STORY CHIM	1.00	UNITS	3600	1	2024-11-26
1406	FPLD	DELUX FIREPLAC	1.00	UNITS	9800	1	2024-11-26
1406	FPO	EXTRA FPL OPEN	1.00	UNITS	1100	1	2024-11-26
1412	HRTH	HEARTH-INC FLU	1.00	UNITS	1000	1	2024-11-26
1412	GNRA	SV GENERATOR	1.00	UNITS	3100	1	2024-11-26
1449	FPL1	FIREPLACE 1 ST	1.00	UNITS	2900	1	2024-11-26
1451	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-26
1455	FPL2	1.5 STORY CHIM	1.00	UNITS	3400	1	2024-11-26
1456	FPLC	1 ST CAMP FPL	1.00	UNITS	1800	1	2024-11-26
1457	SAU	SAUNA	49.00	S.F.	600	1	2024-11-26
1462	FPL1	FIREPLACE 1 ST	1.00	UNITS	2700	1	2024-11-26
1462	FPO	EXTRA FPL OPEN	2.00	UNITS	1600	1	2024-11-26
1462	HRTH	HEARTH-INC FLU	1.00	UNITS	1200	1	2024-11-26
1468	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	1	2024-11-26
1468	SNA	SAUNA	50.00	S.F.	4700	1	2024-11-26
1471	FLU2	FLUE BRICK	1.00	UNITS	500	1	2024-11-26
1477	FPL1	FIREPLACE 1 ST	1.00	UNITS	2900	1	2024-11-26
1484	FPL1	FIREPLACE 1 ST	1.00	UNITS	2900	1	2024-11-26
1485	FPL1	FIREPLACE 1 ST	1.00	UNITS	3000	1	2024-11-26
1485	HRTA	HEARTH-FLDPR	1.00	UNITS	700	1	2024-11-26
100000	FPL	FIREPLCE/MET F	1.00	UNITS	1600	1	2024-11-26
100000	HRTH	HEARTH-INC FLU	1.00	UNITS	1700	1	2024-11-26
100000	GNRA	SV GENERATOR	1.00	UNITS	5100	1	2024-11-26
100021	FPLD	DELUX FIREPLAC	1.00	UNITS	10000	1	2024-11-26
100103	HRTH	HEARTH-INC FLU	1.00	UNITS	1200	1	2024-11-26
100122	FPL1	FIREPLACE 1 ST	1.00	UNITS	3400	1	2024-11-26
100142	FPL1	FIREPLACE 1 ST	1.00	UNITS	3200	1	2024-11-26
100162	FPL1	FIREPLACE 1 ST	1.00	UNITS	3200	1	2024-11-26
100163	FPL1	FIREPLACE 1 ST	1.00	UNITS	3200	1	2024-11-26
100164	FPL1	FIREPLACE 1 ST	1.00	UNITS	3000	1	2024-11-26
100182	FPL1	FIREPLACE 1 ST	2.00	UNITS	7100	1	2024-11-26
100184	FPL2	1.5 STORY CHIM	2.00	UNITS	3800	1	2024-11-26
100243	FPL	FIREPLCE/MET F	1.00	UNITS	1500	1	2024-11-26
100262	FPL3	2 STORY CHIM	2.00	UNITS	8500	1	2024-11-26
100262	FPL2	1.5 STORY CHIM	1.00	UNITS	3800	1	2024-11-26
100262	FPO	EXTRA FPL OPEN	2.00	UNITS	2000	1	2024-11-26
100263	FPL3	2 STORY CHIM	1.00	UNITS	4300	1	2024-11-26
100263	HRTA	HEARTH-FLDPR	1.00	UNITS	800	1	2024-11-26
100265	HRTH	HEARTH-INC FLU	1.00	UNITS	1700	1	2024-11-26
100282	FPL3	2 STORY CHIM	1.00	UNITS	4200	1	2024-11-26
100302	HRTA	HEARTH-FLDPR	1.00	UNITS	800	1	2024-11-26
100422	FPL1	FIREPLACE 1 ST	2.00	UNITS	7200	1	2024-11-26
100422	FPO	EXTRA FPL OPEN	2.00	UNITS	2200	1	2024-11-26
100442	HRTH	HEARTH-INC FLU	1.00	UNITS	1600	1	2024-11-26
100463	FPL1	FIREPLACE 1 ST	1.00	UNITS	3400	1	2024-11-26
100482	FPL3	2 STORY CHIM	1.00	UNITS	4300	1	2024-11-26
100502	FPL3	2 STORY CHIM	1.00	UNITS	4500	1	2024-11-26
100502	FPO	EXTRA FPL OPEN	2.00	UNITS	2200	1	2024-11-26
100503	FPL3	2 STORY CHIM	1.00	UNITS	4500	1	2024-11-26
100522	FPL1	FIREPLACE 1 ST	1.00	UNITS	3200	1	2024-11-26
100523	FPL2	1.5 STORY CHIM	1.00	UNITS	4100	1	2024-11-26
100523	FPO	EXTRA FPL OPEN	1.00	UNITS	1100	1	2024-11-26
100542	FPL2	1.5 STORY CHIM	1.00	UNITS	4100	1	2024-11-26
100542	FPO	EXTRA FPL OPEN	1.00	UNITS	1100	1	2024-11-26
100542	HRTA	HEARTH-FLDPR	1.00	UNITS	900	1	2024-11-26
100543	FPL3	2 STORY CHIM	1.00	UNITS	3800	1	2024-11-26
100543	FPO	EXTRA FPL OPEN	2.00	UNITS	1800	1	2024-11-26
100562	FPL2	1.5 STORY CHIM	1.00	UNITS	4100	1	2024-11-26
100562	FPO	EXTRA FPL OPEN	1.00	UNITS	1100	1	2024-11-26
100563	FLU2	FLUE BRICK	1.00	UNITS	700	1	2024-11-26
100582	FPL2	1.5 STORY CHIM	1.00	UNITS	3800	1	2024-11-26
100583	ELV1	2 STOP/PSNGR	1.00	UNITS	51700	3	2024-11-26
100742	FPL	FIREPLCE/MET F	1.00	UNITS	1600	1	2024-11-26
100742	GNRA	SV GENERATOR	1.00	UNITS	5000	1	2024-11-26
101162	FPL2	1.5 STORY CHIM	1.00	UNITS	3200	1	2024-11-26
101182	JAC	JETTUB	1.00	UNITS	1600	1	2024-11-26
101224	FPL2	1.5 STORY CHIM	1.00	UNITS	3800	1	2024-11-26
101224	KTH1	EXTRA KITCHEN	1.00	UNITS	600	1	2024-11-26
101242	FPL3	2 STORY CHIM	1.00	UNITS	4400	1	2024-11-26
101242	FLU2	FLUE BRICK	1.00	UNITS	700	1	2024-11-26
101242	HOTT	HOT TUB	1.00	UNITS	3400	1	2024-11-26
101243	FPL3	2 STORY CHIM	1.00	UNITS	4600	1	2024-11-26
101243	FPL1	FIREPLACE 1 ST	2.00	UNITS	7300	1	2024-11-26
101262	FPL	FIREPLCE/MET F	2.00	UNITS	1800	1	2024-11-26
101262	JAC	JETTUB	1.00	UNITS	1500	1	2024-11-26
101282	FPL2	1.5 STORY CHIM	1.00	UNITS	3600	1	2024-11-26
101282	FPO	EXTRA FPL OPEN	2.00	UNITS	1900	1	2024-11-26
101282	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-26
101282	GNRA	SV GENERATOR	1.00	UNITS	4400	1	2024-11-26
101325	HRTH	HEARTH-INC FLU	1.00	UNITS	1600	1	2024-11-26
101325	FPL3	2 STORY CHIM	1.00	UNITS	4400	1	2024-11-26
101342	FPL2	1.5 STORY CHIM	1.00	UNITS	3700	1	2024-11-26
101342	FPO	EXTRA FPL OPEN	1.00	UNITS	1000	1	2024-11-26
101342	FPL1	FIREPLACE 1 ST	1.00	UNITS	3300	1	2024-11-26
101342	JAC	JETTUB	1.00	UNITS	1400	1	2024-11-26
101382	FPL2	1.5 STORY CHIM	1.00	UNITS	3900	1	2024-11-26
101462	FPL3	2 STORY CHIM	1.00	UNITS	4900	1	2024-11-26
101523	FPL2	1.5 STORY CHIM	1.00	UNITS	4100	1	2024-11-26
101523	HRTH	HEARTH-INC FLU	1.00	UNITS	1600	1	2024-11-26
101523	GNRA	SV GENERATOR	1.00	UNITS	5000	1	2024-11-26
101542	NFP2	NONFCTG FPL2	1.00	UNITS	1700	1	2024-11-26
101622	FPL	FIREPLCE/MET F	1.00	UNITS	1700	1	2024-11-26
101642	FPL	FIREPLCE/MET F	1.00	UNITS	1600	1	2024-11-26
102644	FPLC	1 ST CAMP FPL	1.00	UNITS	1500	1	2024-11-26
102691	FPL2	1.5 STORY CHIM	1.00	UNITS	3700	1	2024-11-26
102691	HOTT	HOT TUB	1.00	UNITS	3200	1	2024-11-26
102692	FPL3	2 STORY CHIM	1.00	UNITS	4400	1	2024-11-26
102736	HRTH	HEARTH-INC FLU	1.00	UNITS	1600	1	2024-11-26
102736	JAC	JETTUB	1.00	UNITS	1500	1	2024-11-26
102766	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-26
102834	GNRA	SV GENERATOR	1.00	UNITS	5400	1	2024-11-26
102834	HOTT	HOT TUB	1.00	UNITS	3800	1	2024-11-26
102834	SHWR	EXT SHOWER	1.00	UNITS	400	1	2024-11-26
102896	KTH1	EXTRA KITCHEN	1.00	UNITS	2500	1	2024-11-26
102897	FPLC	1 ST CAMP FPL	1.00	UNITS	1100	3	2024-11-26
102897	FPLC	1 ST CAMP FPL	1.00	UNITS	1100	4	2024-11-26
102897	FPLC	1 ST CAMP FPL	1.00	UNITS	1300	1	2024-11-26
103057	FPL2	1.5 STORY CHIM	1.00	UNITS	3800	1	2024-11-26
103057	GNRA	SV GENERATOR	1.00	UNITS	4700	1	2024-11-26
103057	JAC	JETTUB	1.00	UNITS	1400	1	2024-11-26
103197	GENR	SV GENERATOR >20KW	1.00	UNITS	16200	1	2024-11-26
103224	FPO	EXTRA FPL OPEN	1.00	UNITS	600	1	2024-11-26
103224	NFP2	NONFCTG FPL2	1.00	UNITS	1200	1	2024-11-26
103227	FPLC	1 ST CAMP FPL	1.00	UNITS	800	1	2024-11-26
103227	FPO	EXTRA FPL OPEN	1.00	UNITS	600	1	2024-11-26
103228	FPLC	1 ST CAMP FPL	1.00	UNITS	1400	1	2024-11-26
103229	FPLC	1 ST CAMP FPL	0.00	UNITS	0	1	2024-11-26
103230	FPLC	1 ST CAMP FPL	1.00	UNITS	1400	1	2024-11-26
103233	FPLC	1 ST CAMP FPL	1.00	UNITS	1400	1	2024-11-26
103233	FPO	EXTRA FPL OPEN	0.00	UNITS	0	1	2024-11-26
103237	HRTA	HEARTH-FLDPR	1.00	UNITS	500	1	2024-11-26
103238	FPLC	1 ST CAMP FPL	1.00	UNITS	1400	1	2024-11-26
103239	FPLC	1 ST CAMP FPL	0.00	UNITS	0	1	2024-11-26
103240	FPLC	1 ST CAMP FPL	1.00	UNITS	1400	1	2024-11-26
103242	 	 	0.00		 	1	2024-11-26
103243	FPLC	1 ST CAMP FPL	1.00	UNITS	1400	1	2024-11-26
103244	FPLC	1 ST CAMP FPL	1.00	UNITS	1400	1	2024-11-26
103245	FPLC	1 ST CAMP FPL	1.00	UNITS	1400	1	2024-11-26
103246	FPLC	1 ST CAMP FPL	1.00	UNITS	1400	1	2024-11-26
103247	FPLC	1 ST CAMP FPL	1.00	UNITS	1400	1	2024-11-26
103248	FPLC	1 ST CAMP FPL	1.00	UNITS	1400	1	2024-11-26
103249	FPLC	1 ST CAMP FPL	1.00	UNITS	1500	1	2024-11-26
103250	FPLC	1 ST CAMP FPL	1.00	UNITS	1400	1	2024-11-26
