PID	Code	Description	Size	Units	Value	Bldg#	CollectedOn
1060	FPO	EXTRA FPL OPEN	3.00	UNITS	3100	1	2024-11-04
1064	FPL3	2 STORY CHIM	1.00	UNITS	4300	1	2024-11-04
1064	FPL1	FIREPLACE 1 ST	1.00	UNITS	3400	1	2024-11-04
1064	GNRA	SV GENERATOR	1.00	UNITS	4700	1	2024-11-04
1068	FPL3	2 STORY CHIM	1.00	UNITS	4200	1	2024-11-04
1068	FPO	EXTRA FPL OPEN	1.00	UNITS	1000	1	2024-11-04
1068	FPL2	1.5 STORY CHIM	1.00	UNITS	3700	1	2024-11-04
1070	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-04
1071	FPL	FIREPLCE/MET F	2.00	UNITS	3300	1	2024-11-04
1078	FPL1	FIREPLACE 1 ST	1.00	UNITS	3200	1	2024-11-04
1078	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-04
1078	GNRA	SV GENERATOR	1.00	UNITS	4300	1	2024-11-04
1082	FPLC	1 ST CAMP FPL	1.00	UNITS	1800	1	2024-11-04
1091	HRTA	HEARTH-FLDPR	1.00	UNITS	600	1	2024-11-04
1092	HRTH	HEARTH-INC FLU	1.00	UNITS	1600	1	2024-11-04
1092	FPL2	1.5 STORY CHIM	1.00	UNITS	4100	1	2024-11-04
1094	HRTH	HEARTH-INC FLU	1.00	UNITS	1200	1	2024-11-04
1094	JAC	JETTUB	1.00	UNITS	1100	1	2024-11-04
1096	FPL2	1.5 STORY CHIM	1.00	UNITS	4300	2	2024-11-04
1096	GNRA	SV GENERATOR	1.00	UNITS	4100	2	2024-11-04
1096	FPL3	2 STORY CHIM	1.00	UNITS	4600	1	2024-11-04
1096	JAC	JETTUB	1.00	UNITS	1500	1	2024-11-04
1099	HRTC	HEARTH - FP	1.00	UNITS	1100	1	2024-11-04
1099	FLU2	FLUE BRICK	1.00	UNITS	600	1	2024-11-04
1101	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	1	2024-11-04
1101	JAC	JETTUB	1.00	UNITS	1200	1	2024-11-04
1102	HRTH	HEARTH-INC FLU	1.00	UNITS	1200	1	2024-11-04
1104	FPL2	1.5 STORY CHIM	3.00	UNITS	11500	1	2024-11-04
1104	GNRA	SV GENERATOR	1.00	UNITS	4700	1	2024-11-04
1105	HRTH	HEARTH-INC FLU	1.00	UNITS	1600	1	2024-11-04
1105	FPL3	2 STORY CHIM	1.00	UNITS	4500	1	2024-11-04
1109	FPL2	1.5 STORY CHIM	2.00	UNITS	7700	1	2024-11-04
1112	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-04
1118	HRTH	HEARTH-INC FLU	1.00	UNITS	1500	1	2024-11-04
1120	HRTH	HEARTH-INC FLU	1.00	UNITS	1600	1	2024-11-04
1121	FPL1	FIREPLACE 1 ST	1.00	UNITS	3200	1	2024-11-04
1126	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-04
1131	FPL1	FIREPLACE 1 ST	1.00	UNITS	2400	1	2024-11-04
1132	FPL2	1.5 STORY CHIM	1.00	UNITS	3800	1	2024-11-04
1132	HRTH	HEARTH-INC FLU	1.00	UNITS	1500	1	2024-11-04
1132	GNRA	SV GENERATOR	1.00	UNITS	4700	1	2024-11-04
1133	FPL1	FIREPLACE 1 ST	1.00	UNITS	2600	1	2024-11-04
1140	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	1	2024-11-04
1144	FPL2	1.5 STORY CHIM	1.00	UNITS	3500	1	2024-11-04
1144	JAC	JETTUB	1.00	UNITS	1300	1	2024-11-04
1149	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	1	2024-11-04
1149	GNRA	SV GENERATOR	1.00	UNITS	4000	1	2024-11-04
1150	HRTH	HEARTH-INC FLU	2.00	UNITS	2900	1	2024-11-04
1156	FPL2	1.5 STORY CHIM	1.00	UNITS	3800	1	2024-11-04
1156	HRTH	HEARTH-INC FLU	1.00	UNITS	1500	1	2024-11-04
1165	FPL1	FIREPLACE 1 ST	1.00	UNITS	2900	1	2024-11-04
1167	FPL1	FIREPLACE 1 ST	1.00	UNITS	2800	1	2024-11-04
1169	HRTH	HEARTH-INC FLU	1.00	UNITS	1500	1	2024-11-04
1170	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-04
1173	HRTA	HEARTH-FLDPR	1.00	UNITS	800	1	2024-11-04
1188	FPLD	DELUX FIREPLAC	1.00	UNITS	8300	1	2024-11-04
1188	GENR	SV GENERATOR >20KW	1.00	UNITS	12400	1	2024-11-04
1195	FPL3	2 STORY CHIM	1.00	UNITS	3700	1	2024-11-04
1195	FPO	EXTRA FPL OPEN	1.00	UNITS	900	1	2024-11-04
1195	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	1	2024-11-04
1195	GNRA	SV GENERATOR	1.00	UNITS	4000	1	2024-11-04
1195	SHR1	SHOWER STALL	1.00	UNITS	700	1	2024-11-04
1196	HRTH	HEARTH-INC FLU	2.00	UNITS	2700	1	2024-11-04
1196	FPL2	1.5 STORY CHIM	1.00	UNITS	3400	1	2024-11-04
1199	HRTH	HEARTH-INC FLU	1.00	UNITS	1000	1	2024-11-04
1200	HRTH	HEARTH-INC FLU	1.00	UNITS	1200	1	2024-11-04
1201	FPL	FIREPLCE/MET F	1.00	UNITS	1500	1	2024-11-04
1203	FPL	FIREPLCE/MET F	1.00	UNITS	1300	1	2024-11-04
1203	GNRA	SV GENERATOR	1.00	UNITS	4200	1	2024-11-04
1204	HRTH	HEARTH-INC FLU	1.00	UNITS	1500	1	2024-11-04
1208	FPL2	1.5 STORY CHIM	1.00	UNITS	3400	1	2024-11-04
1208	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-04
1208	FLU2	FLUE BRICK	2.00	UNITS	1200	1	2024-11-04
1209	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	1	2024-11-04
1212	FPL3	2 STORY CHIM	1.00	UNITS	4700	1	2024-11-04
1212	JAC	JETTUB	1.00	UNITS	1500	1	2024-11-04
1213	FPL2	1.5 STORY CHIM	1.00	UNITS	3600	1	2024-11-04
1222	HRTH	HEARTH-INC FLU	1.00	UNITS	1700	3	2024-11-04
1222	GNRA	SV GENERATOR	1.00	UNITS	5100	3	2024-11-04
1226	FPL2	1.5 STORY CHIM	2.00	UNITS	7500	1	2024-11-04
1226	GNRA	SV GENERATOR	1.00	UNITS	4600	1	2024-11-04
1227	FPL3	2 STORY CHIM	1.00	UNITS	3700	1	2024-11-04
1227	FPO	EXTRA FPL OPEN	2.00	UNITS	1800	1	2024-11-04
1228	FPL2	1.5 STORY CHIM	1.00	UNITS	3400	1	2024-11-04
1228	GNRA	SV GENERATOR	1.00	UNITS	4100	1	2024-11-04
1229	FLU1	FLUE CONCRETE	1.00	UNITS	400	1	2024-11-04
1229	GNRA	SV GENERATOR	1.00	UNITS	3700	1	2024-11-04
1230	NFPO	NONFNCTG FPO	1.00	UNITS	500	1	2024-11-04
1233	FPL1	FIREPLACE 1 ST	1.00	UNITS	3200	1	2024-11-04
1233	SAU	SAUNA	48.00	S.F.	5000	1	2024-11-04
1247	HRTH	HEARTH-INC FLU	2.00	UNITS	3100	1	2024-11-04
1247	JAC	JETTUB	1.00	UNITS	1400	1	2024-11-04
1247	GNRA	SV GENERATOR	1.00	UNITS	4700	1	2024-11-04
1248	HRTH	HEARTH-INC FLU	1.00	UNITS	1500	1	2024-11-04
1248	JAC	JETTUB	1.00	UNITS	1300	1	2024-11-04
1249	FPL3	2 STORY CHIM	1.00	UNITS	3300	1	2024-11-04
1249	FPO	EXTRA FPL OPEN	1.00	UNITS	800	1	2024-11-04
1250	FLU2	FLUE BRICK	1.00	UNITS	700	1	2024-11-04
1250	HRTA	HEARTH-FLDPR	1.00	UNITS	800	1	2024-11-04
1251	FPL3	2 STORY CHIM	2.00	UNITS	8700	1	2024-11-04
1256	FPL2	1.5 STORY CHIM	1.00	UNITS	3500	1	2024-11-04
1256	HRTA	HEARTH-FLDPR	1.00	UNITS	700	1	2024-11-04
1256	SHWR	EXT SHOWER	1.00	UNITS	300	1	2024-11-04
1263	FPL2	1.5 STORY CHIM	1.00	UNITS	3200	1	2024-11-04
1265	FPL2	1.5 STORY CHIM	1.00	UNITS	3600	1	2024-11-04
1266	FPL2	1.5 STORY CHIM	1.00	UNITS	3600	1	2024-11-04
1266	FPO	EXTRA FPL OPEN	2.00	UNITS	1900	1	2024-11-04
1269	FLU2	FLUE BRICK	1.00	UNITS	700	1	2024-11-04
1271	FPL2	1.5 STORY CHIM	1.00	UNITS	4100	1	2024-11-04
1298	FPL2	1.5 STORY CHIM	1.00	UNITS	4100	1	2024-11-04
1298	FPO	EXTRA FPL OPEN	1.00	UNITS	1100	1	2024-11-04
1298	HOTT	HOT TUB	1.00	UNITS	3500	1	2024-11-04
1304	FPL1	FIREPLACE 1 ST	1.00	UNITS	2900	2	2024-11-04
1304	SPR1	SPRINKLERS-WET	15966.00	S.F.	8100	1	2024-11-04
1304	ELV1	2 STOP/PSNGR	1.00	UNITS	9400	1	2024-11-04
1304	FPL3	2 STORY CHIM	1.00	UNITS	900	1	2024-11-04
1305	MEZ2	FINISHED	165.00	S.F.	1700	3	2024-11-04
1305	SPR1	SPRINKLERS-WET	15966.00	S.F.	33000	1	2024-11-04
1305	ELV1	2 STOP/PSNGR	1.00	UNITS	38000	1	2024-11-04
1305	GNRB	SV GENERATOR	1.00	UNITS	7300	2	2024-11-04
1305	FPL3	2 STORY CHIM	1.00	UNITS	3500	1	2024-11-04
1313	HRTH	HEARTH-INC FLU	1.00	UNITS	1500	1	2024-11-04
1313	JAC	JETTUB	1.00	UNITS	1400	1	2024-11-04
1323	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-04
1323	FPL3	2 STORY CHIM	1.00	UNITS	4000	1	2024-11-04
1325	FPL2	1.5 STORY CHIM	2.00	UNITS	6600	1	2024-11-04
1326	FPL3	2 STORY CHIM	2.00	UNITS	9000	1	2024-11-04
1326	FPO	EXTRA FPL OPEN	3.00	UNITS	3200	1	2024-11-04
1326	HRTH	HEARTH-INC FLU	1.00	UNITS	1600	1	2024-11-04
1333	FPL2	1.5 STORY CHIM	1.00	UNITS	3400	1	2024-11-04
1333	FPL3	2 STORY CHIM	1.00	UNITS	3800	1	2024-11-04
1333	FPO	EXTRA FPL OPEN	1.00	UNITS	900	1	2024-11-04
1333	JAC	JETTUB	1.00	UNITS	1300	1	2024-11-04
1335	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-04
1338	FPL	FIREPLCE/MET F	1.00	UNITS	1400	1	2024-11-04
1338	FPL2	1.5 STORY CHIM	1.00	UNITS	3600	1	2024-11-04
1338	JAC	JETTUB	2.00	UNITS	2700	1	2024-11-04
1340	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	1	2024-11-04
1341	FPL2	1.5 STORY CHIM	2.00	UNITS	7300	1	2024-11-04
1341	HRTH	HEARTH-INC FLU	1.00	UNITS	1500	1	2024-11-04
1342	FPL2	1.5 STORY CHIM	1.00	UNITS	3400	1	2024-11-04
1344	FPLD	DELUX FIREPLAC	1.00	UNITS	8300	1	2024-11-04
1344	JAC	JETTUB	1.00	UNITS	1200	1	2024-11-04
1352	HRTA	HEARTH-FLDPR	1.00	UNITS	800	1	2024-11-04
1353	FPL2	1.5 STORY CHIM	1.00	UNITS	4000	1	2024-11-04
1353	JAC	JETTUB	1.00	UNITS	1500	1	2024-11-04
1354	FPL3	2 STORY CHIM	1.00	UNITS	4400	1	2024-11-04
1354	GNRA	SV GENERATOR	1.00	UNITS	4800	1	2024-11-04
1373	FPL3	2 STORY CHIM	1.00	UNITS	4400	1	2024-11-04
1373	FPL2	1.5 STORY CHIM	2.00	UNITS	7900	1	2024-11-04
1373	GNRA	SV GENERATOR	1.00	UNITS	4800	1	2024-11-04
1374	FPL3	2 STORY CHIM	1.00	UNITS	3800	1	2024-11-04
1374	FPO	EXTRA FPL OPEN	1.00	UNITS	900	1	2024-11-04
1375	FPL2	1.5 STORY CHIM	3.00	UNITS	12200	1	2024-11-04
1375	GNRA	SV GENERATOR	1.00	UNITS	5000	1	2024-11-04
1382	FPL2	1.5 STORY CHIM	1.00	UNITS	3800	1	2024-11-04
1382	FPO	EXTRA FPL OPEN	1.00	UNITS	1000	1	2024-11-04
1382	FPL1	FIREPLACE 1 ST	1.00	UNITS	3400	1	2024-11-04
1384	FPL2	1.5 STORY CHIM	1.00	UNITS	3800	1	2024-11-04
1384	HRTH	HEARTH-INC FLU	1.00	UNITS	1500	1	2024-11-04
1384	GNRA	SV GENERATOR	1.00	UNITS	4700	1	2024-11-04
1385	FPL2	1.5 STORY CHIM	2.00	UNITS	7700	1	2024-11-04
1385	NFP2	NONFCTG FPL2	2.00	UNITS	2400	1	2024-11-04
1385	HRTH	HEARTH-INC FLU	1.00	UNITS	1500	1	2024-11-04
1386	FPLD	DELUX FIREPLAC	1.00	UNITS	10000	1	2024-11-04
1386	FPO	EXTRA FPL OPEN	1.00	UNITS	1100	1	2024-11-04
1386	GNRA	SV GENERATOR	1.00	UNITS	5000	1	2024-11-04
1389	FPL3	2 STORY CHIM	1.00	UNITS	3600	1	2024-11-04
1406	FPLD	DELUX FIREPLAC	1.00	UNITS	9800	1	2024-11-04
1406	FPO	EXTRA FPL OPEN	1.00	UNITS	1100	1	2024-11-04
1412	HRTH	HEARTH-INC FLU	1.00	UNITS	1000	1	2024-11-04
1412	GNRA	SV GENERATOR	1.00	UNITS	3100	1	2024-11-04
1449	FPL1	FIREPLACE 1 ST	1.00	UNITS	2900	1	2024-11-04
1451	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-04
1455	FPL2	1.5 STORY CHIM	1.00	UNITS	3400	1	2024-11-04
1456	FPLC	1 ST CAMP FPL	1.00	UNITS	1800	1	2024-11-04
1457	SAU	SAUNA	49.00	S.F.	600	1	2024-11-04
1462	FPL1	FIREPLACE 1 ST	1.00	UNITS	2700	1	2024-11-04
1462	FPO	EXTRA FPL OPEN	2.00	UNITS	1600	1	2024-11-04
1462	HRTH	HEARTH-INC FLU	1.00	UNITS	1200	1	2024-11-04
1468	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	1	2024-11-04
1468	SNA	SAUNA	50.00	S.F.	4700	1	2024-11-04
1471	FLU2	FLUE BRICK	1.00	UNITS	500	1	2024-11-04
1477	FPL1	FIREPLACE 1 ST	1.00	UNITS	2900	1	2024-11-04
1484	FPL1	FIREPLACE 1 ST	1.00	UNITS	2900	1	2024-11-04
1485	FPL1	FIREPLACE 1 ST	1.00	UNITS	3000	1	2024-11-04
1485	HRTA	HEARTH-FLDPR	1.00	UNITS	700	1	2024-11-04
100000	FPL	FIREPLCE/MET F	1.00	UNITS	1600	1	2024-11-04
100000	HRTH	HEARTH-INC FLU	1.00	UNITS	1700	1	2024-11-04
100000	GNRA	SV GENERATOR	1.00	UNITS	5100	1	2024-11-04
100021	FPLD	DELUX FIREPLAC	1.00	UNITS	10000	1	2024-11-04
100103	HRTH	HEARTH-INC FLU	1.00	UNITS	1200	1	2024-11-04
100122	FPL1	FIREPLACE 1 ST	1.00	UNITS	3400	1	2024-11-04
100142	FPL1	FIREPLACE 1 ST	1.00	UNITS	3200	1	2024-11-04
100162	FPL1	FIREPLACE 1 ST	1.00	UNITS	3200	1	2024-11-04
100163	FPL1	FIREPLACE 1 ST	1.00	UNITS	3200	1	2024-11-04
100164	FPL1	FIREPLACE 1 ST	1.00	UNITS	3000	1	2024-11-04
100182	FPL1	FIREPLACE 1 ST	2.00	UNITS	7100	1	2024-11-04
100184	FPL2	1.5 STORY CHIM	2.00	UNITS	3800	1	2024-11-04
100243	FPL	FIREPLCE/MET F	1.00	UNITS	1500	1	2024-11-04
100262	FPL3	2 STORY CHIM	2.00	UNITS	8500	1	2024-11-04
100262	FPL2	1.5 STORY CHIM	1.00	UNITS	3800	1	2024-11-04
100262	FPO	EXTRA FPL OPEN	2.00	UNITS	2000	1	2024-11-04
100263	FPL3	2 STORY CHIM	1.00	UNITS	4300	1	2024-11-04
100263	HRTA	HEARTH-FLDPR	1.00	UNITS	800	1	2024-11-04
100265	HRTH	HEARTH-INC FLU	1.00	UNITS	1700	1	2024-11-04
100282	FPL3	2 STORY CHIM	1.00	UNITS	4200	1	2024-11-04
100302	HRTA	HEARTH-FLDPR	1.00	UNITS	800	1	2024-11-04
100422	FPL1	FIREPLACE 1 ST	2.00	UNITS	7200	1	2024-11-04
100422	FPO	EXTRA FPL OPEN	2.00	UNITS	2200	1	2024-11-04
100442	HRTH	HEARTH-INC FLU	1.00	UNITS	1600	1	2024-11-04
100463	FPL1	FIREPLACE 1 ST	1.00	UNITS	3400	1	2024-11-04
100482	FPL3	2 STORY CHIM	1.00	UNITS	4300	1	2024-11-04
100502	FPL3	2 STORY CHIM	1.00	UNITS	4500	1	2024-11-04
100502	FPO	EXTRA FPL OPEN	2.00	UNITS	2200	1	2024-11-04
100503	FPL3	2 STORY CHIM	1.00	UNITS	4500	1	2024-11-04
100522	FPL1	FIREPLACE 1 ST	1.00	UNITS	3200	1	2024-11-04
100523	FPL2	1.5 STORY CHIM	1.00	UNITS	4100	1	2024-11-04
100523	FPO	EXTRA FPL OPEN	1.00	UNITS	1100	1	2024-11-04
100542	FPL2	1.5 STORY CHIM	1.00	UNITS	4100	1	2024-11-04
100542	FPO	EXTRA FPL OPEN	1.00	UNITS	1100	1	2024-11-04
100542	HRTA	HEARTH-FLDPR	1.00	UNITS	900	1	2024-11-04
100543	FPL3	2 STORY CHIM	1.00	UNITS	3800	1	2024-11-04
100543	FPO	EXTRA FPL OPEN	2.00	UNITS	1800	1	2024-11-04
100562	FPL2	1.5 STORY CHIM	1.00	UNITS	4100	1	2024-11-04
100562	FPO	EXTRA FPL OPEN	1.00	UNITS	1100	1	2024-11-04
100563	FLU2	FLUE BRICK	1.00	UNITS	700	1	2024-11-04
100582	FPL2	1.5 STORY CHIM	1.00	UNITS	3800	1	2024-11-04
100583	ELV1	2 STOP/PSNGR	1.00	UNITS	51700	3	2024-11-04
100742	FPL	FIREPLCE/MET F	1.00	UNITS	1600	1	2024-11-04
100742	GNRA	SV GENERATOR	1.00	UNITS	5000	1	2024-11-04
101162	FPL2	1.5 STORY CHIM	1.00	UNITS	3200	1	2024-11-04
101182	JAC	JETTUB	1.00	UNITS	1600	1	2024-11-04
101224	FPL2	1.5 STORY CHIM	1.00	UNITS	3800	1	2024-11-04
101224	KTH1	EXTRA KITCHEN	1.00	UNITS	600	1	2024-11-04
101242	FPL3	2 STORY CHIM	1.00	UNITS	4400	1	2024-11-04
101242	FLU2	FLUE BRICK	1.00	UNITS	700	1	2024-11-04
101242	HOTT	HOT TUB	1.00	UNITS	3400	1	2024-11-04
101243	FPL3	2 STORY CHIM	1.00	UNITS	4600	1	2024-11-04
101243	FPL1	FIREPLACE 1 ST	2.00	UNITS	7300	1	2024-11-04
101262	FPL	FIREPLCE/MET F	2.00	UNITS	1800	1	2024-11-04
101262	JAC	JETTUB	1.00	UNITS	1500	1	2024-11-04
101282	FPL2	1.5 STORY CHIM	1.00	UNITS	3600	1	2024-11-04
101282	FPO	EXTRA FPL OPEN	2.00	UNITS	1900	1	2024-11-04
101282	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-04
101282	GNRA	SV GENERATOR	1.00	UNITS	4400	1	2024-11-04
101325	HRTH	HEARTH-INC FLU	1.00	UNITS	1600	1	2024-11-04
101325	FPL3	2 STORY CHIM	1.00	UNITS	4400	1	2024-11-04
101342	FPL2	1.5 STORY CHIM	1.00	UNITS	3700	1	2024-11-04
101342	FPO	EXTRA FPL OPEN	1.00	UNITS	1000	1	2024-11-04
101342	FPL1	FIREPLACE 1 ST	1.00	UNITS	3300	1	2024-11-04
101342	JAC	JETTUB	1.00	UNITS	1400	1	2024-11-04
101382	FPL2	1.5 STORY CHIM	1.00	UNITS	3900	1	2024-11-04
101462	FPL3	2 STORY CHIM	1.00	UNITS	4900	1	2024-11-04
101523	FPL2	1.5 STORY CHIM	1.00	UNITS	4100	1	2024-11-04
101523	HRTH	HEARTH-INC FLU	1.00	UNITS	1600	1	2024-11-04
101523	GNRA	SV GENERATOR	1.00	UNITS	5000	1	2024-11-04
101542	NFP2	NONFCTG FPL2	1.00	UNITS	1700	1	2024-11-04
101622	FPL	FIREPLCE/MET F	1.00	UNITS	1700	1	2024-11-04
101642	FPL	FIREPLCE/MET F	1.00	UNITS	1600	1	2024-11-04
102644	FPLC	1 ST CAMP FPL	1.00	UNITS	1500	1	2024-11-04
102691	FPL2	1.5 STORY CHIM	1.00	UNITS	3700	1	2024-11-04
102691	HOTT	HOT TUB	1.00	UNITS	3200	1	2024-11-04
102692	FPL3	2 STORY CHIM	1.00	UNITS	4400	1	2024-11-04
102736	HRTH	HEARTH-INC FLU	1.00	UNITS	1600	1	2024-11-04
102736	JAC	JETTUB	1.00	UNITS	1500	1	2024-11-04
102766	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-04
102834	GNRA	SV GENERATOR	1.00	UNITS	5400	1	2024-11-04
102834	HOTT	HOT TUB	1.00	UNITS	3800	1	2024-11-04
102834	SHWR	EXT SHOWER	1.00	UNITS	400	1	2024-11-04
102896	KTH1	EXTRA KITCHEN	1.00	UNITS	2500	1	2024-11-04
102897	FPLC	1 ST CAMP FPL	1.00	UNITS	1100	3	2024-11-04
102897	FPLC	1 ST CAMP FPL	1.00	UNITS	1100	4	2024-11-04
102897	FPLC	1 ST CAMP FPL	1.00	UNITS	1300	1	2024-11-04
103057	FPL2	1.5 STORY CHIM	1.00	UNITS	3800	1	2024-11-04
103057	GNRA	SV GENERATOR	1.00	UNITS	4700	1	2024-11-04
103057	JAC	JETTUB	1.00	UNITS	1400	1	2024-11-04
103197	GENR	SV GENERATOR >20KW	1.00	UNITS	16200	1	2024-11-04
103224	FPO	EXTRA FPL OPEN	1.00	UNITS	600	1	2024-11-04
103224	NFP2	NONFCTG FPL2	1.00	UNITS	1200	1	2024-11-04
103227	FPLC	1 ST CAMP FPL	1.00	UNITS	800	1	2024-11-04
103227	FPO	EXTRA FPL OPEN	1.00	UNITS	600	1	2024-11-04
103228	FPLC	1 ST CAMP FPL	1.00	UNITS	1400	1	2024-11-04
103229	FPLC	1 ST CAMP FPL	0.00	UNITS	0	1	2024-11-04
103230	FPLC	1 ST CAMP FPL	1.00	UNITS	1400	1	2024-11-04
103233	FPLC	1 ST CAMP FPL	1.00	UNITS	1400	1	2024-11-04
103233	FPO	EXTRA FPL OPEN	0.00	UNITS	0	1	2024-11-04
103237	HRTA	HEARTH-FLDPR	1.00	UNITS	500	1	2024-11-04
103238	FPLC	1 ST CAMP FPL	1.00	UNITS	1400	1	2024-11-04
103239	FPLC	1 ST CAMP FPL	0.00	UNITS	0	1	2024-11-04
103240	FPLC	1 ST CAMP FPL	1.00	UNITS	1400	1	2024-11-04
103242	 	 	0.00		 	1	2024-11-04
103243	FPLC	1 ST CAMP FPL	1.00	UNITS	1400	1	2024-11-04
103244	FPLC	1 ST CAMP FPL	1.00	UNITS	1400	1	2024-11-04
103245	FPLC	1 ST CAMP FPL	1.00	UNITS	1400	1	2024-11-04
103246	FPLC	1 ST CAMP FPL	1.00	UNITS	1400	1	2024-11-04
103247	FPLC	1 ST CAMP FPL	1.00	UNITS	1400	1	2024-11-04
103248	FPLC	1 ST CAMP FPL	1.00	UNITS	1400	1	2024-11-04
103249	FPLC	1 ST CAMP FPL	1.00	UNITS	1500	1	2024-11-04
103250	FPLC	1 ST CAMP FPL	1.00	UNITS	1400	1	2024-11-04
